大学,学部,学科,位置,文理,方式,第几期,併願,能使用EJU,需要EJU科目,英语,JLPT,校内考形式,网上出愿开始时间,网上出愿截止时间,邮寄开始时间,邮寄截止时间,校内考时间1,校内考时间2,发榜时间
日本女子大学,人間社会学部,現代社会学科,東京都,文,外国人入試,只有一期,不可,前年11月，当年6月、11月,"日语, 綜合科目",要,jlpt或语校日语证明,"学力試験, 口頭試問",2025-10-20 00:00:00,2025-10-24 00:00:00,2025-10-20 00:00:00,2025-10-24 00:00:00,2025-12-07 00:00:00,,2026-01-16 00:00:00
日本女子大学,人間社会学部,社会福祉学科,東京都,文,外国人入試,只有一期,不可,前年11月，当年6月、11月,"日语, 綜合科目",要,jlpt或语校日语证明,口頭試問,2025-10-20 00:00:00,2025-10-24 00:00:00,2025-10-20 00:00:00,2025-10-24 00:00:00,2025-12-07 00:00:00,,2026-01-16 00:00:00
日本女子大学,人間社会学部,教育学科,東京都,文,外国人入試,只有一期,不可,前年11月，当年6月、11月,"日语, 綜合科目",要,jlpt或语校日语证明,口頭試問,2025-10-20 00:00:00,2025-10-24 00:00:00,2025-10-20 00:00:00,2025-10-24 00:00:00,2025-12-07 00:00:00,,2026-01-16 00:00:00
日本女子大学,人間社会学部,心理学科,東京都,文,外国人入試,只有一期,不可,前年11月，当年6月、11月,"日语, 綜合科目",要,jlpt或语校日语证明,口頭試問,2025-10-20 00:00:00,2025-10-24 00:00:00,2025-10-20 00:00:00,2025-10-24 00:00:00,2025-12-07 00:00:00,,2026-01-16 00:00:00
日本女子大学,国際文化学部,国際文化学科,東京都,文,外国人入試,只有一期,不可,前年11月，当年6月、11月,"日语, 綜合科目",要,jlpt或语校日语证明,口頭試問,2025-10-20 00:00:00,2025-10-24 00:00:00,2025-10-20 00:00:00,2025-10-24 00:00:00,2025-12-07 00:00:00,,2026-01-16 00:00:00
日本女子大学,建築デザイン,建築デザイン学科,東京都,理,外国人入試,只有一期,不可,前年11月，当年6月、11月,"日语, 数学コース2, 綜合科目",要,jlpt或语校日语证明,口頭試問,2025-10-20 00:00:00,2025-10-24 00:00:00,2025-10-20 00:00:00,2025-10-24 00:00:00,2025-12-07 00:00:00,,2026-01-16 00:00:00
日本女子大学,理学部,数物情報科,東京都,理,EJUと事前課題,只有一期,不可,前年11月，当年6月、11月,"日语, 数学コース2, 物理（必須）",要,jlpt或语校日语证明,口頭試問,2025-10-20 00:00:00,2025-10-24 00:00:00,2025-10-20 00:00:00,2025-10-24 00:00:00,2025-12-07 00:00:00,,2026-01-16 00:00:00
日本女子大学,理学部,化学生命科,東京都,理,eju利用型,只有一期,不可,前年11月，当年6月、11月,"日语, 化学（必須）, 生物（必須）",要,jlpt或语校日语证明,口頭試問,2025-10-20 00:00:00,2025-10-24 00:00:00,2025-10-20 00:00:00,2025-10-24 00:00:00,2025-12-07 00:00:00,,2026-01-16 00:00:00
日本女子大学,食科学部,食科,東京都,理,eju利用型,只有一期,不可,前年11月，当年6月、11月,"日语, 化学（必須）, 生物（必須）",要,jlpt或语校日语证明,口頭試問,2025-10-20 00:00:00,2025-10-24 00:00:00,2025-10-20 00:00:00,2025-10-24 00:00:00,2025-12-07 00:00:00,,2026-01-16 00:00:00
日本女子大学,食科学部,栄養科,東京都,理,eju利用型,只有一期,不可,前年11月，当年6月、11月,"日语, 化学（必須）, 生物（必須）",要,jlpt或语校日语证明,口頭試問,2025-10-20 00:00:00,2025-10-24 00:00:00,2025-10-20 00:00:00,2025-10-24 00:00:00,2025-12-07 00:00:00,,2026-01-16 00:00:00
東京女子大学,現代教養学部,情報数理学科,東京都,理,校内考加eju,只有一期,不可,当年6月or11月都可,"日语, 数学コース2",要,不要,"面试（线下）, 筆記試験（数学）",2025-11-13 00:00:00,2025-11-25 00:00:00,2025-11-13 00:00:00,2025-11-25 00:00:00,2026-01-20 00:00:00,,2025-01-30 00:00:00
東京女子大学,現代教養学部,人文学科,東京都,文,校内考加eju,只有一期,不可,当年6月or11月都可,"日语, 綜合科目",要,不要,"面试（线下）, 英語面接",2025-11-13 00:00:00,2025-11-25 00:00:00,2025-11-13 00:00:00,2025-11-25 00:00:00,2026-01-06 00:00:00,2027-01-20 00:00:00,2026-01-30 00:00:00
東京女子大学,現代教養学部,国際社会学科,東京都,文,校内考加eju,只有一期,不可,当年6月or11月都可,"日语, 綜合科目",不要,不要,"面试（线下）, 英語面接",2025-11-13 00:00:00,2025-11-25 00:00:00,2025-11-13 00:00:00,2025-11-25 00:00:00,2026-01-06 00:00:00,2027-01-20 00:00:00,2026-01-30 00:00:00
東京女子大学,現代教養学部,経済経営学科,東京都,文,校内考加eju,只有一期,不可,当年6月or11月都可,"日语, 数学コース1, 綜合科目",要,不要,"面试（线下）, 英語面接",2025-11-13 00:00:00,2025-11-25 00:00:00,2025-11-13 00:00:00,2025-11-25 00:00:00,2026-01-06 00:00:00,2027-01-20 00:00:00,2026-01-30 00:00:00
東京女子大学,現代教養学部,心理学科,東京都,文,校内考加eju,只有一期,不可,当年6月or11月都可,"日语, 数学コース1, 綜合科目",要,不要,"面试（线下）, 英語面接",2025-11-13 00:00:00,2025-11-25 00:00:00,2025-11-13 00:00:00,2025-11-25 00:00:00,2026-01-06 00:00:00,2027-01-20 00:00:00,2026-01-30 00:00:00
東京女子大学,現代教養学部,社会コミュニケーション学科,東京都,文,校内考加eju,只有一期,不可,当年6月or11月都可,"日语, 数学コース1, 綜合科目",要,不要,"英語, 日本語",2025-11-13 00:00:00,2025-11-25 00:00:00,2025-11-13 00:00:00,2025-11-25 00:00:00,2026-01-06 00:00:00,2027-01-20 00:00:00,2026-01-30 00:00:00
城西大学,経済学部,経済学科,埼玉県坂戸市,文理皆可,校内考加eju,只有一期,不可,前年成绩和当年成绩都可以用,日语,不要,可以代替EJU,"面试（线下）, 筆記試験",2025-10-20 00:00:00,2025-11-07 00:00:00,2025-10-20 00:00:00,2025-11-07 00:00:00,2025-11-15 00:00:00,,2025-11-21 00:00:00
城西大学,総合政策学部,総合政策学科,埼玉県坂戸市,文理皆可,校内考加eju,只有一期,不可,前年成绩和当年成绩都可以用,日语,不要,可以代替EJU,"面试（线下）, 筆記試験",2025-10-20 00:00:00,2025-11-07 00:00:00,2025-10-20 00:00:00,2025-11-07 00:00:00,2025-11-15 00:00:00,,2025-11-21 00:00:00
城西大学,経営学部,マネジメント総合学科,埼玉県坂戸市,文理皆可,校内考加eju,只有一期,不可,前年成绩和当年成绩都可以用,日语,不要,可以代替EJU,"面试（线下）, 筆記試験",2025-10-20 00:00:00,2025-11-07 00:00:00,2025-10-20 00:00:00,2025-11-07 00:00:00,2025-11-15 00:00:00,,2025-11-21 00:00:00
城西大学,経済学部,経済学科,埼玉県坂戸市,文理皆可,eju利用型,第一期,不可,前年成绩和当年成绩都可以用,日语,不要,不要,面试（线下）,2025-11-25 00:00:00,2025-12-05 00:00:00,2025-11-25 00:00:00,2025-12-05 00:00:00,2025-12-13 00:00:00,,2026-01-09 00:00:00
城西大学,総合政策学部,総合政策学科,埼玉県坂戸市,文理皆可,eju利用型,第一期,不可,前年成绩和当年成绩都可以用,日语,不要,不要,面试（线下）,2025-11-25 00:00:00,2025-12-05 00:00:00,2025-11-25 00:00:00,2025-12-05 00:00:00,2025-12-13 00:00:00,,2026-01-09 00:00:00
城西大学,経営学部,マネジメント総合学科,埼玉県坂戸市,文理皆可,eju利用型,第一期,不可,前年成绩和当年成绩都可以用,日语,不要,不要,面试（线下）,2025-11-25 00:00:00,2025-12-05 00:00:00,2025-11-25 00:00:00,2025-12-05 00:00:00,2025-12-13 00:00:00,,2026-01-09 00:00:00
城西大学,理学部,情報数理学科,埼玉県坂戸市,理,eju利用型,只有一期,不可,前年成绩和当年成绩都可以用,"日语, 数学コース2",不要,不要,面试（线下）,2025-11-25 00:00:00,2025-12-05 00:00:00,2025-11-25 00:00:00,2025-12-05 00:00:00,2025-12-13 00:00:00,,2026-01-09 00:00:00
城西大学,理学部,数学科,埼玉県坂戸市,理,eju利用型,只有一期,不可,前年成绩和当年成绩都可以用,"日语, 数学コース2",不要,不要,面试（线下）,2025-11-25 00:00:00,2025-12-05 00:00:00,2025-11-25 00:00:00,2025-12-05 00:00:00,2025-12-13 00:00:00,,2026-01-09 00:00:00
城西大学,理学部,化学・生命科学科,埼玉県坂戸市,理,eju利用型,只有一期,不可,前年成绩和当年成绩都可以用,"日语, 数学コース2, 化学（必須）, 物理または生物",不要,不要,面试（线下）,2025-11-25 00:00:00,2025-12-05 00:00:00,2025-11-25 00:00:00,2025-12-05 00:00:00,2025-12-13 00:00:00,,2026-01-09 00:00:00
城西大学,薬学部,< ６年制 > 医療薬学科,埼玉県坂戸市,理,eju利用型,只有一期,不可,前年成绩和当年成绩都可以用,"日语, 数学コース2, 化学または生物",不要,不要,面试（线下）,2025-11-25 00:00:00,2025-12-05 00:00:00,2025-11-25 00:00:00,2025-12-05 00:00:00,2025-12-13 00:00:00,,2026-01-09 00:00:00
城西大学,薬学部,薬学科,埼玉県坂戸市,理,eju利用型,只有一期,不可,前年成绩和当年成绩都可以用,"日语, 数学コース2, 化学または生物",不要,不要,面试（线下）,2025-11-25 00:00:00,2025-12-05 00:00:00,2025-11-25 00:00:00,2025-12-05 00:00:00,2025-12-13 00:00:00,,2026-01-09 00:00:00
城西大学,薬学部,医療栄養学科,埼玉県坂戸市,理,eju利用型,只有一期,不可,前年成绩和当年成绩都可以用,"日语, 数学コース2, 綜合科目, 理科1科目選択",不要,不要,面试（线下）,2025-11-25 00:00:00,2025-12-05 00:00:00,2025-11-25 00:00:00,2025-12-05 00:00:00,2025-12-13 00:00:00,,2026-01-09 00:00:00
城西大学,経済学部,経済学科,埼玉県坂戸市,文理皆可,eju利用型,第二期,不可,前年成绩和当年成绩都可以用,日语,不要,不要,面试（线下）,2026-02-05 00:00:00,2026-02-13 00:00:00,2026-02-05 00:00:00,2026-02-13 00:00:00,2026-02-19 00:00:00,,2026-03-02 00:00:00
城西大学,総合政策学部,総合政策学科,埼玉県坂戸市,文理皆可,eju利用型,第二期,不可,前年成绩和当年成绩都可以用,日语,不要,不要,面试（线下）,2026-02-05 00:00:00,2026-02-13 00:00:00,2026-02-05 00:00:00,2026-02-13 00:00:00,2026-02-19 00:00:00,,2026-03-02 00:00:00
城西大学,経営学部,マネジメント総合学科,埼玉県坂戸市,文理皆可,eju利用型,第二期,不可,前年成绩和当年成绩都可以用,日语,不要,不要,面试（线下）,2026-02-05 00:00:00,2026-02-13 00:00:00,2026-02-05 00:00:00,2026-02-13 00:00:00,2026-02-19 00:00:00,,2026-03-02 00:00:00
多摩大学,経営情報学部,,東京都,文理皆可,コミュニケーション方式,コミュニケーション方式Ⅰ期,不可,,不需要EJU,不要,不强制要求，可以提交,面试（线下）,2025-09-01 00:00:00,2025-10-23 00:00:00,,,2025-10-30 00:00:00,,2025-11-01 00:00:00
多摩大学,経営情報学部,,東京都,文理皆可,コミュニケーション方式,コミュニケーション方式Ⅱ期,不可,,不需要EJU,不要,不强制要求，可以提交,"面试（线下）, 小论文",2025-11-08 00:00:00,2025-11-26 00:00:00,,,2025-12-02 00:00:00,,2025-12-03 00:00:00
多摩大学,経営情報学部,,東京都,文理皆可,纯校内考（不用提交成绩）,Ⅰ期,不可,,不需要EJU,不要,不强制要求，可以提交,"面试（线下）, 小论文",2025-11-27 00:00:00,2025-12-15 00:00:00,2025-11-27 00:00:00,2025-12-15 00:00:00,2025-12-21 00:00:00,,2025-12-24 00:00:00
多摩大学,経営情報学部,経営学部,東京都,文理皆可,纯校内考（不用提交成绩）,Ⅲ期,不可,,不需要EJU,不要,不强制要求，可以提交,"面试（线下）, 小论文",2026-01-22 00:00:00,2026-02-12 00:00:00,2026-01-22 00:00:00,2026-02-12 00:00:00,2026-02-19 00:00:00,,2026-02-21 00:00:00
多摩大学,経営情報学部,,東京都,文理皆可,纯校内考（不用提交成绩）,Ⅳ期,不可,,不需要EJU,不要,不强制要求，可以提交,"面试（线下）, 小论文",2026-02-13 00:00:00,2026-02-27 00:00:00,2026-02-13 00:00:00,2026-02-27 00:00:00,2026-03-05 00:00:00,,2026-03-07 00:00:00
多摩大学,経営情報学部,,東京都,文理皆可,纯校内考（不用提交成绩）,v期,不可,,不需要EJU,不要,不强制要求，可以提交,"面试（线下）, 小论文",2026-02-28 00:00:00,2026-03-12 00:00:00,2026-02-28 00:00:00,2026-03-12 00:00:00,2026-03-18 00:00:00,,2026-03-20 00:00:00
多摩大学,グローバルスタディーズ学部,,神奈川県藤沢市,文理皆可,コミュニケーション方式,コミュニケーション方式Ⅰ期,不可,,不需要EJU,要,不强制要求，可以提交,"面试（线下）, 小论文",2025-09-01 00:00:00,2025-10-27 00:00:00,,,2025-10-30 00:00:00,,2025-11-01 00:00:00
多摩大学,グローバルスタディーズ学部,,神奈川県藤沢市,文理皆可,コミュニケーション方式,コミュニケーション方式Ⅱ期,不可,,不需要EJU,要,不强制要求，可以提交,"面试（线下）, 小论文",2025-11-08 00:00:00,2025-11-26 00:00:00,,,2025-11-28 00:00:00,,2025-12-01 00:00:00
多摩大学,グローバルスタディーズ学部,,神奈川県藤沢市,文理皆可,コミュニケーション方式,コミュニケーション方式Ⅲ期コミュニケーション方式Ⅲ期,不可,,不需要EJU,要,不强制要求，可以提交,"面试（线下）, 小论文",2025-11-29 00:00:00,2025-12-18 00:00:00,,,2025-12-21 00:00:00,,2025-12-24 00:00:00
多摩大学,グローバルスタディーズ学部,,神奈川県藤沢市,文理皆可,纯校内考（不用提交成绩）,Ⅰ期,不可,,不需要EJU,要,不强制要求，可以提交,"面试（线下）, 小论文",2025-12-19 00:00:00,2026-01-24 00:00:00,2025-12-19 00:00:00,2026-01-24 00:00:00,2026-01-29 00:00:00,,2026-02-06 00:00:00
多摩大学,グローバルスタディーズ学部,,神奈川県藤沢市,文理皆可,纯校内考（不用提交成绩）,Ⅱ期,不可,,不需要EJU,要,不强制要求，可以提交,"面试（线下）, 小论文",2026-01-31 00:00:00,2026-02-21 00:00:00,2026-01-31 00:00:00,2026-02-21 00:00:00,2026-02-26 00:00:00,,2026-03-06 00:00:00
多摩大学,グローバルスタディーズ学部,,神奈川県藤沢市,文理皆可,纯校内考（不用提交成绩）,Ⅲ期,不可,,不需要EJU,要,不强制要求，可以提交,"面试（线下）, 小论文",2026-03-01 00:00:00,2026-03-13 00:00:00,2025-03-01 00:00:00,2026-03-13 00:00:00,2026-03-18 00:00:00,,2026-03-20 00:00:00
立命館アジア太平洋大学,アジア太平洋学部,,大分県別府市,文理皆可,総合評価型,4月入学第一期,不可,,"日语, 総合科目または数学コース1、２のうち1科目",任意提出,"N2 120分以上, N1 100分以上, 可代替EJU",書類選考（録画面接＋書類）,2025-06-09 00:00:00,2025-08-27 00:00:00,,,,,2025-10-13 00:00:00
立命館アジア太平洋大学,アジア太平洋学部,,大分県別府市,文理皆可,総合評価型,4月入学第二期,不可,,"日语, 綜合科目, 数学コース1or2都可以",任意提出,"N2 120分以上, N1 100分以上, 可代替EJU",,2025-08-28 00:00:00,2025-10-15 00:00:00,,,,,2025-12-01 00:00:00
立命館アジア太平洋大学,アジア太平洋学部,,大分県別府市,文理皆可,総合評価型,4月入学第三期,不可,,"日语, 綜合科目, 数学コース1or2都可以",任意提出,"N2 120分以上, N1 100分以上, 可代替EJU",,2025-10-16 00:00:00,2026-01-07 00:00:00,,,,,2026-02-23 00:00:00
立命館アジア太平洋大学,アジア太平洋学部,,大分県別府市,文理皆可,総合評価型,9月入学第一期,不可,,"日语, 綜合科目, 数学コース1or2都可以",任意提出,"N2 120分以上, N1 100分以上, 可代替EJU",,2025-09-01 00:00:00,2026-01-07 00:00:00,,,,,2026-02-23 00:00:00
立命館アジア太平洋大学,アジア太平洋学部,,大分県別府市,文理皆可,総合評価型,9月入学第二期,不可,,"日语, 綜合科目, 数学コース1or2都可以",任意提出,"N2 120分以上, N1 100分以上, 可代替EJU",,2026-01-08 00:00:00,2026-04-01 00:00:00,,,,,2026-05-18 00:00:00
立命館アジア太平洋大学,国際経営学部,,大分県別府市,文理皆可,総合評価型,4月入学第一期,不可,,"日语, 総合科目または数学コース1、２のうち1科目",任意提出,"N2 120分以上, N1 100分以上, 可代替EJU",,2025-06-09 00:00:00,2025-08-27 00:00:00,,,,,2025-10-13 00:00:00
立命館アジア太平洋大学,国際経営学部,,大分県別府市,文理皆可,総合評価型,4月入学第二期,不可,,"日语, 綜合科目, 数学コース1or2都可以",任意提出,"N2 120分以上, N1 100分以上, 可代替EJU",,2025-08-28 00:00:00,2025-10-15 00:00:00,,,,,2025-12-01 00:00:00
立命館アジア太平洋大学,国際経営学部,,大分県別府市,文理皆可,総合評価型,4月入学第三期,不可,,"日语, 綜合科目, 数学コース1or2都可以",任意提出,"N2 120分以上, N1 100分以上, 可代替EJU",,2025-10-16 00:00:00,2026-01-07 00:00:00,,,,,2026-02-23 00:00:00
立命館アジア太平洋大学,国際経営学部,,大分県別府市,文理皆可,総合評価型,9月入学第一期,不可,,"日语, 綜合科目, 数学コース1or2都可以",任意提出,"N2 120分以上, N1 100分以上, 可代替EJU",,2025-09-01 00:00:00,2026-01-07 00:00:00,,,,,2026-02-23 00:00:00
立命館アジア太平洋大学,国際経営学部,,大分県別府市,文理皆可,総合評価型,9月入学第二期,不可,,"日语, 綜合科目, 数学コース1or2都可以",任意提出,"N2 120分以上, N1 100分以上, 可代替EJU",,2026-01-08 00:00:00,2026-04-01 00:00:00,,,,,2026-05-18 00:00:00
立命館アジア太平洋大学,サステイナビリティ観光学部,,大分県別府市,文理皆可,総合評価型,4月入学第一期,不可,,"日语, 総合科目または数学コース1、２のうち1科目",任意提出,"N2 120分以上, N1 100分以上, 可代替EJU",,2025-06-09 00:00:00,2025-08-27 00:00:00,,,,,2025-10-13 00:00:00
立命館アジア太平洋大学,サステイナビリティ観光学部,,大分県別府市,文理皆可,総合評価型,4月入学第二期,不可,,"日语, 綜合科目, 数学コース1or2都可以",任意提出,"N2 120分以上, N1 100分以上, 可代替EJU",,2025-08-28 00:00:00,2025-10-15 00:00:00,,,,,2025-12-01 00:00:00
立命館アジア太平洋大学,サステイナビリティ観光学部,,大分県別府市,文理皆可,総合評価型,4月入学第三期,不可,,"日语, 綜合科目, 数学コース1or2都可以",任意提出,"N2 120分以上, N1 100分以上, 可代替EJU",,2025-10-16 00:00:00,2026-01-07 00:00:00,,,,,2026-02-23 00:00:00
立命館アジア太平洋大学,サステイナビリティ観光学部,,大分県別府市,文理皆可,総合評価型,9月入学第一期,不可,,"日语, 綜合科目, 数学コース1or2都可以",任意提出,"N2 120分以上, N1 100分以上, 可代替EJU",,2025-09-01 00:00:00,2026-01-07 00:00:00,,,,,2026-02-23 00:00:00
立命館アジア太平洋大学,サステイナビリティ観光学部,,大分県別府市,文理皆可,総合評価型,9月入学第二期,不可,,"日语, 綜合科目, 数学コース1or2都可以",任意提出,"N2 120分以上, N1 100分以上, 可代替EJU",,2026-01-08 00:00:00,2026-04-01 00:00:00,,,,,2026-05-18 00:00:00
明星大学,人文学部,国際コミュニケーション学科,東京都多摩市,文,校内考加eju,只有一期,不可,,綜合科目,不要,"N1,N2合格代替EJU","小论文, 面接",2026-01-30 00:00:00,2026-02-09 00:00:00,2026-01-30 00:00:00,2026-02-09 00:00:00,2026-02-26 00:00:00,,2026-03-07 00:00:00
明星大学,人文学部,日本文化学科,東京都多摩市,文,校内考加eju,只有一期,不可,前年成绩和当年成绩都可以用,綜合科目,不要,"N1,N2合格代替EJU","小论文, 面接",2026-01-30 00:00:00,2026-02-09 00:00:00,2026-01-30 00:00:00,2026-02-09 00:00:00,2026-02-26 00:00:00,,2026-03-07 00:00:00
明星大学,人文学部,人間社会学科,東京都多摩市,文,校内考加eju,只有一期,不可,前年成绩和当年成绩都可以用,綜合科目,不要,"N1,N2合格代替EJU","小论文, 面接",2026-01-30 00:00:00,2026-02-09 00:00:00,2026-01-30 00:00:00,2026-02-09 00:00:00,2026-02-26 00:00:00,,2026-03-07 00:00:00
明星大学,人文学部,福祉実践学科,東京都多摩市,文,校内考加eju,只有一期,不可,前年成绩和当年成绩都可以用,綜合科目,不要,"N1,N2合格代替EJU","小论文, 面接",2026-01-30 00:00:00,2026-02-09 00:00:00,2026-01-30 00:00:00,2026-02-09 00:00:00,2026-02-26 00:00:00,,2026-03-07 00:00:00
明星大学,経済学部,経済学科,東京都多摩市,文,校内考加eju,只有一期,不可,前年成绩和当年成绩都可以用,綜合科目,不要,"N1,N2合格代替EJU","小论文, 面接",2026-01-30 00:00:00,2026-02-09 00:00:00,2026-01-30 00:00:00,2026-02-09 00:00:00,2026-02-26 00:00:00,,2026-03-07 00:00:00
明星大学,教育学部,小学校教員コース,東京都多摩市,文,校内考加eju,只有一期,不可,前年成绩和当年成绩都可以用,綜合科目,不要,"N1,N2合格代替EJU","小论文, 面接",2026-01-30 00:00:00,2026-02-09 00:00:00,2026-01-30 00:00:00,2026-02-09 00:00:00,2026-02-26 00:00:00,,2026-03-07 00:00:00
明星大学,教育学部,国語コース,東京都多摩市,文,校内考加eju,只有一期,不可,前年成绩和当年成绩都可以用,綜合科目,不要,"N1,N2合格代替EJU","小论文, 面接",2026-01-30 00:00:00,2026-02-09 00:00:00,2026-01-30 00:00:00,2026-02-09 00:00:00,2026-02-26 00:00:00,,2026-03-07 00:00:00
明星大学,教育学部,社会コース,東京都多摩市,文,校内考加eju,只有一期,不可,前年成绩和当年成绩都可以用,綜合科目,不要,"N1,N2合格代替EJU","小论文, 面接",2026-01-30 00:00:00,2026-02-09 00:00:00,2026-01-30 00:00:00,2026-02-09 00:00:00,2026-02-26 00:00:00,,2026-03-07 00:00:00
明星大学,教育学部,数学コース,東京都多摩市,文,校内考加eju,只有一期,不可,前年成绩和当年成绩都可以用,綜合科目,不要,"N1,N2合格代替EJU","小论文, 面接",2026-01-30 00:00:00,2026-02-09 00:00:00,2026-01-30 00:00:00,2026-02-09 00:00:00,2026-02-26 00:00:00,,2026-03-07 00:00:00
明星大学,教育学部,理科コース,東京都多摩市,文,校内考加eju,只有一期,不可,前年成绩和当年成绩都可以用,綜合科目,不要,"N1,N2合格代替EJU","小论文, 面接",2026-01-30 00:00:00,2026-02-09 00:00:00,2026-01-30 00:00:00,2026-02-09 00:00:00,2026-02-26 00:00:00,,2026-03-07 00:00:00
明星大学,教育学部,音楽コース,東京都多摩市,文,校内考加eju,只有一期,不可,前年成绩和当年成绩都可以用,綜合科目,不要,"N1,N2合格代替EJU","小论文, 面接",2026-01-30 00:00:00,2026-02-09 00:00:00,2026-01-30 00:00:00,2026-02-09 00:00:00,2026-02-26 00:00:00,,2026-03-07 00:00:00
明星大学,教育学部,美術コース,東京都多摩市,文,校内考加eju,只有一期,不可,前年成绩和当年成绩都可以用,綜合科目,不要,"N1,N2合格代替EJU","小论文, 面接",2026-01-30 00:00:00,2026-02-09 00:00:00,2026-01-30 00:00:00,2026-02-09 00:00:00,2026-02-26 00:00:00,,2026-03-07 00:00:00
明星大学,教育学部,保健体育コース,東京都多摩市,文,校内考加eju,只有一期,不可,前年成绩和当年成绩都可以用,綜合科目,不要,"N1,N2合格代替EJU","小论文, 面接",2026-01-30 00:00:00,2026-02-09 00:00:00,2026-01-30 00:00:00,2026-02-09 00:00:00,2026-02-26 00:00:00,,2026-03-07 00:00:00
明星大学,教育学部,英語コース,東京都多摩市,文,校内考加eju,只有一期,不可,前年成绩和当年成绩都可以用,綜合科目,不要,"N1,N2合格代替EJU","小论文, 面接",2026-01-30 00:00:00,2026-02-09 00:00:00,2026-01-30 00:00:00,2026-02-09 00:00:00,2026-02-26 00:00:00,,2026-03-07 00:00:00
明星大学,教育学部,特別支援教員コース,東京都多摩市,文,校内考加eju,只有一期,不可,前年成绩和当年成绩都可以用,綜合科目,不要,"N1,N2合格代替EJU","小论文, 面接",2026-01-30 00:00:00,2026-02-09 00:00:00,2026-01-30 00:00:00,2026-02-09 00:00:00,2026-02-26 00:00:00,,2026-03-07 00:00:00
明星大学,教育学部,子ども臨床コース,東京都多摩市,文,校内考加eju,只有一期,不可,前年成绩和当年成绩都可以用,綜合科目,不要,"N1,N2合格代替EJU","小论文, 面接",2026-01-30 00:00:00,2026-02-09 00:00:00,2026-01-30 00:00:00,2026-02-09 00:00:00,2026-02-26 00:00:00,,2026-03-07 00:00:00
明星大学,経営学部,経営学科,東京都多摩市,文,校内考加eju,只有一期,不可,前年成绩和当年成绩都可以用,綜合科目,不要,"N1,N2合格代替EJU","小论文, 面接",2026-01-30 00:00:00,2026-02-09 00:00:00,2026-01-30 00:00:00,2026-02-09 00:00:00,2026-02-26 00:00:00,,2026-03-07 00:00:00
明星大学,デザイン学部,デザイン学科,東京都多摩市,文,校内考加eju,只有一期,不可,前年成绩和当年成绩都可以用,綜合科目,不要,"N1,N2合格代替EJU","小论文, 面接",2026-01-30 00:00:00,2026-02-09 00:00:00,2026-01-30 00:00:00,2026-02-09 00:00:00,2026-02-26 00:00:00,,2026-03-07 00:00:00
明星大学,心理学部,心理学科,東京都多摩市,文,校内考加eju,只有一期,不可,前年成绩和当年成绩都可以用,綜合科目,不要,"N1,N2合格代替EJU","小论文, 面接",2026-01-30 00:00:00,2026-02-09 00:00:00,2026-01-30 00:00:00,2026-02-09 00:00:00,2026-02-26 00:00:00,,2026-03-07 00:00:00
明星大学,建築学部,建築学科,東京都多摩市,文,校内考加eju,只有一期,不可,前年成绩和当年成绩都可以用,綜合科目,不要,"N1,N2合格代替EJU","小论文, 面接",2026-01-30 00:00:00,2026-02-09 00:00:00,2026-01-30 00:00:00,2026-02-09 00:00:00,2026-02-26 00:00:00,,2026-03-07 00:00:00
明星大学,理工学部,物理学コース,東京都多摩市,理,校内考加eju,只有一期,不可,前年成绩和当年成绩都可以用,"数学コース2, 理科1科目選択",不要,"N1,N2合格代替EJU","小论文, 面接",2026-01-30 00:00:00,2026-02-09 00:00:00,2026-01-30 00:00:00,2026-02-09 00:00:00,2026-02-26 00:00:00,,2026-03-07 00:00:00
明星大学,理工学部,化学・生命科学コース,東京都多摩市,理,校内考加eju,只有一期,不可,前年成绩和当年成绩都可以用,"数学コース2, 理科1科目選択",不要,"N1,N2合格代替EJU","小论文, 面接",2026-01-30 00:00:00,2026-02-09 00:00:00,2026-01-30 00:00:00,2026-02-09 00:00:00,2026-02-26 00:00:00,,2026-03-07 00:00:00
明星大学,理工学部,機械工学コース,東京都多摩市,理,校内考加eju,只有一期,不可,前年成绩和当年成绩都可以用,"数学コース2, 理科1科目選択",不要,"N1,N2合格代替EJU","小论文, 面接",2026-01-30 00:00:00,2026-02-09 00:00:00,2026-01-30 00:00:00,2026-02-09 00:00:00,2026-02-26 00:00:00,,2026-03-07 00:00:00
明星大学,理工学部,電気工学コース,東京都多摩市,理,校内考加eju,只有一期,不可,前年成绩和当年成绩都可以用,"数学コース2, 理科1科目選択",不要,"N1,N2合格代替EJU","小论文, 面接",2026-01-30 00:00:00,2026-02-09 00:00:00,2026-01-30 00:00:00,2026-02-09 00:00:00,2026-02-26 00:00:00,,2026-03-07 00:00:00
明星大学,情報学部,情報学科,東京都多摩市,文理皆可,校内考加eju,只有一期,不可,前年成绩和当年成绩都可以用,数学コース1or2都可以,不要,"N1,N2合格代替EJU","小论文, 面接",2026-01-30 00:00:00,2026-02-09 00:00:00,2026-01-30 00:00:00,2026-02-09 00:00:00,2026-02-26 00:00:00,,2026-03-07 00:00:00
明星大学,データサイエンス学環,,東京都多摩市,文理皆可,校内考加eju,只有一期,不可,前年成绩和当年成绩都可以用,数学コース1or2都可以,不要,"N1,N2合格代替EJU","小论文, 面接",2026-01-30 00:00:00,2026-02-09 00:00:00,2026-01-30 00:00:00,2026-02-09 00:00:00,2026-02-26 00:00:00,,2026-03-07 00:00:00
