大学,一次统计人,2026更新人,募集要項年份,文理,学部,学科,第几期,方式,位置,併願,网上出愿开始时间,网上出愿截止时间,邮寄开始时间,邮寄截止时间,必着/消印,需要EJU科目,能使用EJU,推荐日语分数,推荐托福分数,英语,可以使用的英语考试,JLPT,是否需要推荐信,校内考形式,学信网认证,校内考时间1,校内考时间2,发榜时间,最低EJU总分成绩（如有要求）,最低日语成绩（如有要求）,最低英语成绩（如有要求）,报录比,TOEFL code,其他备注,父记录,父记录 (1),最低英语成绩（如有要求） (1),报录比 (1),TOEFL code (1),其他备注 (1),父记录 (2),父记录 (1) (1),英语成绩类型,英语成绩推荐分数,JLPT等级,JLPT分数要求,EJU推荐分数,出愿材料清单,推荐信要求详细,出愿流程详细,报录比（2024）,报录比（2023）,报录比（2022）,合格者成绩分布,数据来源,爬取时间,爬取URL,审核状态,审核人,审核时间,审核备注,数据质量评分
東京都立大学,牛犇,乔欣欣,2026,理,理学部,数理科学科,后期,外国人入試,東京都,不可,2025-12-04,2025-12-08,2025-12-04,2025-12-08,必着,"日语, 数学コース2, 理科2科目選択",前年成绩和当年成绩都可以用,,,要,"托福, 雅思",不要,否,面试（线下）,不要,2026-02-25,2026-03-03,2026-03-08,,,,报6/合0,7169,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
東京都立大学,牛犇,乔欣欣,2026,理,理学部,物理学科,后期,外国人入試,東京都,不可,2025-12-04,2025-12-08,2025-12-04,2025-12-08,必着,"日语, 数学コース2, 物理（必須）, 化学または生物",前年成绩和当年成绩都可以用,,,要,"托福, 雅思",不要,否,面试（线下）,不要,2026-02-25,2026-03-03,2026-03-08,,,,4/0,7169,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
東京都立大学,牛犇,乔欣欣,2026,理,理学部,化学科,后期,外国人入試,東京都,不可,2025-12-04,2025-12-08,2025-12-04,2025-12-08,必着,"日语, 数学コース2, 化学（必須）, 物理または生物",前年成绩和当年成绩都可以用,,,要,"托福, 雅思",不要,否,面试（线下）,不要,2026-02-25,2026-03-03,2026-03-08,,,,2/0,7169,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
東京都立大学,牛犇,乔欣欣,2026,理,理学部,生命科学科,后期,外国人入試,東京都,不可,2025-12-04,2025-12-08,2025-12-04,2025-12-08,必着,"日语, 数学コース2, 理科2科目選択",前年成绩和当年成绩都可以用,,,要,"托福, 雅思",不要,否,面试（线下）,不要,2026-02-25,2026-03-03,2026-03-08,,,,6/0,7169,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
東京都立大学,牛犇,乔欣欣,2026,理,都市環境学部,都市政策科学科,后期,外国人入試,東京都,不可,2025-12-04,2025-12-08,2025-12-04,2025-12-08,必着,"日语, 数学コース1or2都可以, 綜合科目",前年成绩和当年成绩都可以用,,,要,"托福, 雅思",不要,否,"面试（线下）, 地理歴史数学",不要,2026-02-25,2026-03-03,2026-03-08,,,,1/1,7169,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
東京都立大学,牛犇,乔欣欣,2026,理,都市環境学部,地理環境学科,后期,外国人入試,東京都,不可,2025-12-04,2025-12-08,2025-12-04,2025-12-08,必着,"日语, 数学コース2, 理科2科目選択",前年成绩和当年成绩都可以用,,,要,"托福, 雅思",不要,否,面试（线下）,不要,2026-02-25,2026-03-03,2026-03-08,,,,1/1,7169,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
東京都立大学,牛犇,乔欣欣,2026,理,都市環境学部,都市基盤環境学科,后期,外国人入試,東京都,不可,2025-12-04,2025-12-08,2025-12-04,2025-12-08,必着,"日语, 数学コース2, 物理（必須）, 化学（必須）",前年成绩和当年成绩都可以用,,,要,"托福, 雅思",不要,否,面试（线下）,不要,2026-02-25,2026-03-03,2026-03-08,,,,1/0,7169,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
東京都立大学,牛犇,乔欣欣,2026,理,都市環境学部,建築学科,后期,外国人入試,東京都,不可,2025-12-04,2025-12-08,2025-12-04,2025-12-08,必着,"日语, 数学コース2, 物理（必須）",前年成绩和当年成绩都可以用,,,要,"托福, 雅思",不要,否,面试（线下）,不要,2026-02-25,2026-03-03,2026-03-08,,,,4/0,7169,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
東京都立大学,牛犇,乔欣欣,2026,理,都市環境学部,環境応用化学科,后期,外国人入試,東京都,不可,2025-12-04,2025-12-08,2025-12-04,2025-12-08,必着,"日语, 数学コース2, 物理（必須）, 化学（必須）",前年成绩和当年成绩都可以用,,,要,"托福, 雅思",不要,否,面试（线下）,不要,2026-02-25,2026-03-03,2026-03-08,,,,3/1,7169,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
東京都立大学,牛犇,乔欣欣,2026,理,都市環境学部,観光科学科,后期,外国人入試,東京都,不可,2025-12-04,2025-12-08,2025-12-04,2025-12-08,必着,"日语, 数学コース2, 理科2科目選択",前年成绩和当年成绩都可以用,,,要,"托福, 雅思",不要,否,面试（线下）,不要,2026-02-25,2026-03-03,2026-03-08,,,,1/0,7169,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
東京都立大学,牛犇,乔欣欣,2026,理,システムデザイン学部,情報科学科,后期,外国人入試,東京都,不可,2025-12-04,2025-12-08,2025-12-04,2025-12-08,必着,"日语, 数学コース2, 理科2科目選択",前年成绩和当年成绩都可以用,,,要,"托福, 雅思, 托业",不要,否,面试（线下）,不要,2026-02-25,2026-03-03,2026-03-08,,,,12/0,7169,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
東京都立大学,牛犇,乔欣欣,2026,理,システムデザイン学部,電気電子工学科,后期,外国人入試,東京都,不可,2025-12-04,2025-12-08,2025-12-04,2025-12-08,必着,"日语, 数学コース2, 物理（必須）, 化学または生物",前年成绩和当年成绩都可以用,,,要,"托福, 雅思, 托业",不要,否,面试（线下）,不要,2026-02-25,2026-03-03,2026-03-08,,,,7/0,7169,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
東京都立大学,牛犇,乔欣欣,2026,理,システムデザイン学部,機械システム工学科,后期,外国人入試,東京都,不可,2025-12-04,2025-12-08,2025-12-04,2025-12-08,必着,"日语, 数学コース2, 物理（必須）, 化学または生物",前年成绩和当年成绩都可以用,,,要,"托福, 雅思, 托业",不要,否,面试（线下）,不要,2026-02-25,2026-03-03,2026-03-08,,,,15/1,7169,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
東京都立大学,牛犇,乔欣欣,2026,理,システムデザイン学部,航空宇宙システム工学科,后期,外国人入試,東京都,不可,2025-12-04,2025-12-08,2025-12-04,2025-12-08,必着,"日语, 数学コース2, 物理（必須）, 化学または生物",前年成绩和当年成绩都可以用,,,要,"托福, 雅思, 托业",不要,否,面试（线下）,不要,2026-02-25,2026-03-03,2026-03-08,,,,7/0,7169,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
東京都立大学,牛犇,乔欣欣,2026,理,システムデザイン学部,インダストリアルアート学科,后期,外国人入試,東京都,不可,2025-12-04,2025-12-08,2025-12-04,2025-12-08,必着,"日语, 数学コース2, 理科2科目選択",前年成绩和当年成绩都可以用,,,要,"托福, 雅思, 托业",不要,否,"面试（线下）, 造形表現",不要,2026-02-25,2026-03-03,2026-03-08,,,,1/0,7169,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
東京都立大学,,,2026,文,人文社会学部,人間社会学科,只有一期,外国人入試,東京都,不可,2025-12-04,2025-12-08,2025-12-04,2025-12-08,必着,"日语, 数学コース1or2都可以, 綜合科目",前年成绩和当年成绩都可以用,,,要,托福,不要,否,"小论文, 面接",不要,2026-02-25,2026-03-03,2026-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
東京都立大学,,,2026,文,人文社会学部,人文学科,只有一期,外国人入試,東京都,不可,2025-12-04,2025-12-08,2025-12-04,2025-12-08,必着,"日语, 数学コース1or2都可以, 綜合科目",前年成绩和当年成绩都可以用,,,要,托福,不要,否,"小论文, 面接",不要,2026-02-25,2026-03-03,2026-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
東京都立大学,,,2026,文,法学部,法学科,只有一期,外国人入試,東京都,不可,2025-12-04,2025-12-08,2025-12-04,2025-12-08,必着,"日语, 数学コース1or2都可以, 綜合科目",前年成绩和当年成绩都可以用,,,要,托福,不要,否,"地理歴史, 面接",不要,2026-02-25,2026-03-03,2026-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
東京都立大学,,,2026,文,経済経営学部,経済経営学科,只有一期,外国人入試,東京都,不可,2025-09-24,2025-09-26,2025-09-24,2025-09-26,必着,"日语, 数学コース1or2都可以, 綜合科目",前年6月，11月和今年6月,,,要,"托福, 雅思",不要,否,"小论文, 面接",不要,2025-11-19,,2025-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
横浜国立大学,牛犇,乔欣欣,2026,理,都市科学部,建築学科,后期,外国人入試,神奈川県横浜市,不可,2025-10-30,2025-11-05,2025-10-30,2025-11-05,必着,"日语, 数学コース2, 物理（必須）, 化学または生物",当年6月or11月都可,,,要,"托福, 雅思",不要,否,面试（线下）,不要,2025-12-20,,2026-01-14,,,,报15受验10合2,0410,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
横浜国立大学,牛犇,乔欣欣,2026,理,都市科学部,都市基盤学科,后期,外国人入試,神奈川県横浜市,不可,2025-10-30,2025-11-05,2025-10-30,2025-11-05,必着,"日语, 数学コース2, 物理（必須）, 化学または生物",当年6月or11月都可,,,要,"托福, 雅思",不要,否,面试（线下）,不要,2025-12-20,,2026-01-14,,,,报8受验8合6,0410,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
横浜国立大学,牛犇,乔欣欣,2026,理,都市科学部,環境リスク共生学科,后期,外国人入試,神奈川県横浜市,不可,2025-10-30,2025-11-05,2025-10-30,2025-11-05,必着,"日语, 数学コース2, 理科2科目選択",当年6月or11月都可,,,要,"托福, 雅思",不要,否,面试（线下）,不要,2025-12-20,,2026-01-14,,,,报10受验6合4,0410,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
横浜国立大学,牛犇,廖鸿宇,2026,理,理工学部,機械・材料・海洋系学科,后期,外国人入試,神奈川県横浜市,不可,2026-01-19,2026-01-23,2026-01-19,2026-01-23,必着,"日语, 数学コース2, 物理（必須）, 化学（必須）",当年6月or11月都可,,,要,"托福, 托业, 雅思",不要,否,"面试（线下）, 筆記試験（数学）",不要,2026-02-25,2026-02-26,2026-03-07,,,,报10受验7合0,0410,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
横浜国立大学,牛犇,廖鸿宇,2026,理,理工学部,化学・生命系学科,后期,外国人入試,神奈川県横浜市,不可,2026-01-19,2026-01-23,2026-01-19,2026-01-23,必着,"日语, 数学コース2, 化学（必須）, 物理または生物",当年6月or11月都可,,,要,"托福, 托业, 雅思",不要,否,"面试（线下）, 筆記試験（数学）",不要,2026-02-25,2026-02-26,2026-03-07,,,,报5受验5合2,0410,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
横浜国立大学,牛犇,廖鸿宇,2026,理,理工学部,数物・電子情報系学科,后期,外国人入試,神奈川県横浜市,不可,2026-01-19,2026-01-23,2026-01-19,2026-01-23,必着,"日语, 数学コース2, 物理（必須）, 化学（必須）",当年6月or11月都可,,,要,"托福, 托业, 雅思",不要,否,"面试（线下）, 筆記試験（数学）",不要,2026-02-25,2026-02-26,2026-03-07,,,,报12受验10合2,0410,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
横浜国立大学,,,2026,文理皆可,経済学部,,只有一期,外国人入試,神奈川県横浜市,不可,2026-01-16,2026-01-22,2026-01-16,2026-01-22,必着,"日语, 綜合科目, 数学コース1",当年6月or11月都可,,,要,"托福, 托业",不要,否,"小论文, 面接",不要,2025-11-17,,2025-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
神戸大学,牛犇,,2026,理,理学部,数学科,后期,外国人入試,兵庫県神戸市,不可,2026-01-09,2026-01-16,2026-01-09,2026-01-16,必着,"日语, 数学コース2, 理科2科目選択",,,,不要,,不要,否,"面试（线下）, 筆記試験（英語、理科）, 筆記試験（数学）",不要,2026-02-25,,2026-03-10,,,,查不到外国人录取的数据,,没有写可使用的eju时间,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
神戸大学,牛犇,,2026,理,理学部,物理学科,后期,外国人入試,兵庫県神戸市,不可,2026-01-09,2026-01-16,2026-01-09,2026-01-16,必着,"日语, 数学コース2, 物理（必須）, 化学または生物",当年6月or11月都可,,,不要,,不要,否,"筆記試験（数学）, 筆記試験（英語、理科「物理、化学、生物うちから2科目選択）",不要,2026-02-25,,2026-03-10,,,,查不到外国人录取的数据,,没有写可使用的eju时间,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
神戸大学,牛犇,,2026,理,理学部,化学科,后期,外国人入試,兵庫県神戸市,不可,2026-01-09,2026-01-16,2026-01-09,2026-01-16,必着,"日语, 数学コース2, 物理（必須）, 化学（必須）",当年6月or11月都可,,,不要,,不要,否,"面试（线下）, 筆記試験（数学）, 筆記試験（英語、理科「物理、化学、生物うちから2科目選択）",不要,2026-02-25,,2026-03-10,,,,查不到外国人录取的数据,,没有写可使用的eju时间,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
神戸大学,牛犇,,2026,理,理学部,生物学科,后期,外国人入試,兵庫県神戸市,不可,2026-01-09,2026-01-16,2026-01-09,2026-01-16,必着,"日语, 数学コース2, 化学（必須）, 生物（必須）",当年6月or11月都可,,,不要,,不要,否,"筆記試験（数学）, 筆記試験（英語、理科「物理、化学、生物うちから2科目選択）",不要,2026-02-25,,2026-03-10,,,,查不到外国人录取的数据,,没有写可使用的eju时间,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
神戸大学,牛犇,,2026,理,理学部,惑星学科,后期,外国人入試,兵庫県神戸市,不可,2026-01-09,2026-01-16,2026-01-09,2026-01-16,必着,"日语, 数学コース2, 理科2科目選択",当年6月or11月都可,,,不要,,不要,否,"筆記試験（数学）, 筆記試験（英語、理科「物理、化学、生物うちから2科目選択）",不要,2026-02-25,,2026-03-10,,,,查不到外国人录取的数据,,没有写可使用的eju时间,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
神戸大学,牛犇,,2026/02/25,理,工学部,機械工学科,后期,外国人入試,兵庫県神戸市,不可,2026-01-26,2026-01-30,2026-01-26,2026-01-30,必着,"日语, 数学コース2, 理科2科目選択",当年6月or11月都可,,,不要,,不要,否,面试（线下）,不要,2026-02-25,,2026-03-10,,,,查不到外国人录取的数据,,没有写可使用的eju时间,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
神戸大学,牛犇,,2026/02/25,理,工学部,応用化学科,后期,外国人入試,兵庫県神戸市,不可,2026-01-19,2026-01-23,2026-01-19,2026-01-23,必着,"日语, 数学コース2, 理科2科目選択",当年6月or11月都可,,,不要,,不要,否,面试（线下）,不要,2026-02-25,,2026-03-10,,,,查不到外国人录取的数据,,没有写可使用的eju时间,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
神戸大学,牛犇,,2026/02/25,理,工学部,システム情報学科,后期,外国人入試,兵庫県神戸市,不可,2026-01-19,2026-01-23,2026-01-19,2026-01-23,必着,"日语, 数学コース2, 理科2科目選択",当年6月or11月都可,,,不要,,不要,否,面试（线下）,不要,2026-02-25,,2026-03-10,,,,查不到外国人录取的数据,,没有写可使用的eju时间,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
神戸大学,牛犇,,2026,理,農学部,食料環境システム学科,后期,外国人入試,兵庫県神戸市,不可,2026-01-15,2026-01-23,2026-01-15,2026-01-23,必着,"日语, 数学コース2, 理科2科目選択",当年6月or11月都可,,,不要,,不要,否,"面试（线下）, 学力試験",不要,2026-02-25,,2026-03-10,,,,查不到外国人录取的数据,,没有写可使用的eju时间，各科目要取得60%以上的成绩,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
神戸大学,牛犇,,2026/02/25,理,農学部,資源生命科学科,后期,外国人入試,兵庫県神戸市,不可,2026-01-15,2026-01-23,2026-01-15,2026-01-23,必着,"日语, 数学コース2, 理科2科目選択",当年6月or11月都可,,,不要,,不要,否,"面试（线下）, 学力試験",不要,2026-02-25,,2026-03-10,,,,查不到外国人录取的数据,,没有写可使用的eju时间，各科目要取得60%以上的成绩,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
神戸大学,牛犇,,2026/02/25,理,農学部,生命機能科学科,后期,外国人入試,兵庫県神戸市,不可,2026-01-15,2026-01-23,2026-01-15,2026-01-23,必着,"日语, 数学コース2, 理科2科目選択",当年6月or11月都可,,,不要,,不要,否,"面试（线下）, 学力試験",不要,2026-02-25,,2026-03-10,,,,查不到外国人录取的数据,,没有写可使用的eju时间，各科目要取得60%以上的成绩,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
神戸大学,牛犇,,2026,理,海洋政策科学部,海洋政策科学科,后期,外国人入試,兵庫県神戸市,不可,2026-01-26,2026-02-04,2026-01-26,2026-02-04,必着,"日语, 数学コース2, 物理（必須）, 化学（必須）",当年6月or11月都可,,,要,托福,不要,否,"面试（线下）, 学力試験",不要,2026-02-25,,2026-03-10,,,,查不到外国人录取的数据,提出原本,没有写可使用的eju时间,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大阪公立大学,,綦家昊,2026,文,文学部,,后期,外国人入試,大阪府,不可,2025-12-10,2025-12-22,2025-12-17,2025-12-22,必着,"日语, 数学コース1, 綜合科目",当年6月or11月都可,,,不要,,不要,否,"学力試験, 口頭試問",不要,2026-02-25,2026-02-26,2026-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大阪公立大学,,綦家昊,2026,文,法学部,法学科,后期,外国人入試,大阪府,不可,2025-12-10,2025-12-22,2025-12-17,2025-12-22,必着,"日语, 数学コース1, 綜合科目",当年6月or11月都可,,,不要,,不要,否,"学力試験, 口頭試問, 小论文",不要,2026-02-25,,2026-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大阪公立大学,,綦家昊,2026,文,経済学部,経済学科,后期,外国人入試,大阪府,不可,2025-12-10,2025-12-22,2025-12-17,2025-12-22,必着,"日语, 数学コース1or2都可以",当年6月or11月都可,,,不要,,不要,否,口頭試問,不要,2026-02-25,2026-02-26,2026-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大阪公立大学,,綦家昊,2026,文,商学部,,后期,外国人入試,大阪府,不可,2025-12-10,2025-12-22,2025-12-17,2025-12-22,必着,"日语, 数学コース1or2都可以, 綜合科目",当年6月or11月都可,,,不要,,不要,否,口頭試問,不要,2026-02-25,,2026-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大阪公立大学,牛犇,綦家昊,2026,文,理学部,数学科,后期,外国人入試,大阪府,不可,2025-12-10,2025-12-22,2025-12-17,2025-12-22,必着,"日语, 数学コース2, 理科2科目選択",当年6月or11月都可,,,不要,,不要,否,口頭試問,不要,2026-02-25,2026-02-26,2026-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大阪公立大学,牛犇,綦家昊,2026,理,理学部,化学科,后期,外国人入試,大阪府,不可,2025-12-10,2025-12-22,2025-12-17,2025-12-22,必着,"日语, 数学コース2, 理科2科目選択",当年6月or11月都可,,,不要,,不要,否,口頭試問,不要,2026-02-25,2026-02-26,2026-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大阪公立大学,牛犇,綦家昊,2026,理,理学部,生物学科,后期,外国人入試,大阪府,不可,2025-12-10,2025-12-22,2025-12-17,2025-12-22,必着,"日语, 数学コース2, 理科2科目選択",当年6月or11月都可,,,不要,,不要,否,口頭試問,不要,2026-02-25,2026-02-26,2026-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大阪公立大学,牛犇,綦家昊,2026,理,理学部,地球学科,后期,外国人入試,大阪府,不可,2025-12-10,2025-12-22,2025-12-17,2025-12-22,必着,"日语, 数学コース2, 理科2科目選択",当年6月or11月都可,,,不要,,不要,否,口頭試問,不要,2026-02-25,2026-02-26,2026-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大阪公立大学,牛犇,綦家昊,2026,理,理学部,物理学科,后期,外国人入試,大阪府,不可,2025-12-10,2025-12-22,2025-12-17,2025-12-22,必着,"日语, 数学コース2, 物理（必須）, 化学または生物",当年6月or11月都可,,,不要,,不要,否,口頭試問,不要,2026-02-25,2026-02-26,2026-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大阪公立大学,牛犇,綦家昊,2026,理,理学部,生物化学科,后期,外国人入試,大阪府,不可,2025-12-10,2025-12-22,2025-12-17,2025-12-22,必着,"日语, 数学コース2, 理科2科目選択",当年6月or11月都可,,,不要,,不要,否,口頭試問,不要,2026-02-25,2026-02-26,2026-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大阪公立大学,牛犇,綦家昊,2026,理,工学部,航空宇宙工学科,后期,外国人入試,大阪府,不可,2025-12-10,2025-12-22,2025-12-17,2025-12-22,必着,"日语, 数学コース2, 物理（必須）, 化学（必須）",当年6月or11月都可,,,不要,,不要,否,"面试（线下）, 口頭試問",不要,2026-02-25,2026-02-26,2026-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大阪公立大学,牛犇,綦家昊,2026,理,工学部,海洋システム工学科,后期,外国人入試,大阪府,不可,2025-12-10,2025-12-22,2025-12-17,2025-12-22,必着,"日语, 数学コース2, 物理（必須）, 化学（必須）",当年6月or11月都可,,,不要,,不要,否,"面试（线下）, 口頭試問",不要,2026-02-25,2026-02-26,2026-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大阪公立大学,牛犇,綦家昊,2026,理,工学部,機械工学科,后期,外国人入試,大阪府,不可,2025-12-10,2025-12-22,2025-12-17,2025-12-22,必着,"日语, 数学コース2, 物理（必須）, 化学（必須）",当年6月or11月都可,,,不要,,不要,否,"面试（线下）, 口頭試問",不要,2026-02-25,2026-02-26,2026-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大阪公立大学,牛犇,綦家昊,2026,理,工学部,建築学科,后期,外国人入試,大阪府,不可,2025-12-10,2025-12-22,2025-12-17,2025-12-22,必着,"日语, 数学コース2, 物理（必須）, 化学（必須）",当年6月or11月都可,,,不要,,不要,否,"面试（线下）, 口頭試問",不要,2026-02-25,2026-02-26,2026-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大阪公立大学,牛犇,綦家昊,2026,理,工学部,都市学科,后期,外国人入試,大阪府,不可,2025-12-10,2025-12-22,2025-12-17,2025-12-22,必着,"日语, 数学コース2, 物理（必須）, 化学（必須）",当年6月or11月都可,,,不要,,不要,否,"面试（线下）, 口頭試問",不要,2026-02-25,2026-02-26,2026-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大阪公立大学,牛犇,綦家昊,2026,理,工学部,電子物理工学科,后期,外国人入試,大阪府,不可,2025-12-10,2025-12-22,2025-12-17,2025-12-22,必着,"日语, 数学コース2, 物理（必須）, 化学（必須）",当年6月or11月都可,,,不要,,不要,否,"面试（线下）, 口頭試問",不要,2026-02-25,2026-02-26,2026-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大阪公立大学,牛犇,綦家昊,2026,理,工学部,情報工学科,后期,外国人入試,大阪府,不可,2025-12-10,2025-12-22,2025-12-17,2025-12-22,必着,"日语, 数学コース2, 物理（必須）, 化学（必須）",当年6月or11月都可,,,不要,,不要,否,"面试（线下）, 口頭試問",不要,2026-02-25,2026-02-26,2026-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大阪公立大学,牛犇,綦家昊,2026,理,工学部,電気電子システム工学科,后期,外国人入試,大阪府,不可,2025-12-10,2025-12-22,2025-12-17,2025-12-22,必着,"日语, 数学コース2, 物理（必須）, 化学（必須）",当年6月or11月都可,,,不要,,不要,否,"面试（线下）, 口頭試問",不要,2026-02-25,2026-02-26,2026-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大阪公立大学,牛犇,綦家昊,2026,理,工学部,応用化学科,后期,外国人入試,大阪府,不可,2025-12-10,2025-12-22,2025-12-17,2025-12-22,必着,"日语, 数学コース2, 物理（必須）, 化学（必須）",当年6月or11月都可,,,不要,,不要,否,"面试（线下）, 口頭試問",不要,2026-02-25,2026-02-26,2026-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大阪公立大学,牛犇,綦家昊,2026,理,工学部,化学工学科,后期,外国人入試,大阪府,不可,2025-12-10,2025-12-22,2025-12-17,2025-12-22,必着,"日语, 数学コース2, 物理（必須）, 化学（必須）",当年6月or11月都可,,,不要,,不要,否,"面试（线下）, 口頭試問",不要,2026-02-25,2026-02-26,2026-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大阪公立大学,牛犇,綦家昊,2026,理,工学部,マテリアル工学科,后期,外国人入試,大阪府,不可,2025-12-10,2025-12-22,2025-12-17,2025-12-22,必着,"日语, 数学コース2, 物理（必須）, 化学（必須）",当年6月or11月都可,,,不要,,不要,否,"面试（线下）, 口頭試問",不要,2026-02-25,2026-02-26,2026-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大阪公立大学,牛犇,綦家昊,2026,理,工学部,化学バイオ工学科,后期,外国人入試,大阪府,不可,2025-12-10,2025-12-22,2025-12-17,2025-12-22,必着,"日语, 数学コース2, 物理（必須）, 化学（必須）",当年6月or11月都可,,,不要,,不要,否,"面试（线下）, 口頭試問",不要,2026-02-25,2026-02-26,2026-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大阪公立大学,牛犇,綦家昊,2026,理,農学部,応用生物科学科,后期,外国人入試,大阪府,不可,2025-12-10,2025-12-22,2025-12-17,2025-12-22,必着,"日语, 数学コース2, 理科2科目選択",当年6月or11月都可,,,要,托福,不要,否,"面试（线下）, 口頭試問",不要,2026-02-28,,2026-03-09,,,71,,出願までに　test taker score report を取り寄せてください,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大阪公立大学,牛犇,綦家昊,2026,理,農学部,生命機能化学科,后期,外国人入試,大阪府,不可,2025-12-10,2025-12-22,2025-12-17,2025-12-22,必着,"日语, 数学コース2, 理科2科目選択",当年6月or11月都可,,,要,托福,不要,否,"面试（线下）, 口頭試問",不要,2026-02-28,,2026-03-09,,,,,出願までに　test taker score report を取り寄せてください,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
